timestamp,prod_id,station_id,sensor,value,station_id,prodid,part_id
05:59.7,ACME123,234,A,0.183833191,234,ACME123,054485d2-cc42-4c84-81f5-89642cdba1f8
06:08.1,ACME123,234,T_max,42.81660303,234,ACME123,054485d2-cc42-4c84-81f5-89642cdba1f8
06:08.2,ACME123,234,C,2,234,ACME123,054485d2-cc42-4c84-81f5-89642cdba1f8
06:08.9,ACME123,234,STATUS,OK,234,ACME123,054485d2-cc42-4c84-81f5-89642cdba1f8
06:00.9,ACME123,235,tol,0.484762549,235,ACME123,054485d2-cc42-4c84-81f5-89642cdba1f8
06:03.7,ACME123,235,Rückführkrft ballist.,20.84173045,235,ACME123,054485d2-cc42-4c84-81f5-89642cdba1f8
06:04.4,ACME123,235,r_nul,4,235,ACME123,054485d2-cc42-4c84-81f5-89642cdba1f8
06:05.7,ACME123,235,STATUS,OK,235,ACME123,054485d2-cc42-4c84-81f5-89642cdba1f8
06:09.7,ACME123,234,A,0.279150065,234,ACME123,1255eada-b703-4c00-9a8a-f7eef305173f
06:10.3,ACME123,234,T_max,49.0484152,234,ACME123,1255eada-b703-4c00-9a8a-f7eef305173f
06:13.2,ACME123,234,C,0,234,ACME123,1255eada-b703-4c00-9a8a-f7eef305173f
06:13.5,ACME123,234,STATUS,OK,234,ACME123,1255eada-b703-4c00-9a8a-f7eef305173f
06:11.8,ACME123,235,tol,-0.557913893,235,ACME123,1255eada-b703-4c00-9a8a-f7eef305173f
06:12.3,ACME123,235,Rückführkrft ballist.,21.61812783,235,ACME123,1255eada-b703-4c00-9a8a-f7eef305173f
06:14.7,ACME123,235,r_nul,6,235,ACME123,1255eada-b703-4c00-9a8a-f7eef305173f
06:15.6,ACME123,235,STATUS,OK,235,ACME123,1255eada-b703-4c00-9a8a-f7eef305173f
06:26.1,ACME123,234,A,0.792474961,234,ACME123,b1ffea81-34ea-4b5b-97c0-9a68f4f98dd2
06:26.1,ACME123,234,T_max,48.75597807,234,ACME123,b1ffea81-34ea-4b5b-97c0-9a68f4f98dd2
06:28.1,ACME123,234,C,1,234,ACME123,b1ffea81-34ea-4b5b-97c0-9a68f4f98dd2
06:19.1,ACME123,235,tol,-1.686493055,235,ACME123,b1ffea81-34ea-4b5b-97c0-9a68f4f98dd2
06:20.8,ACME123,235,Rückführkrft ballist.,21.11961713,235,ACME123,b1ffea81-34ea-4b5b-97c0-9a68f4f98dd2
06:21.9,ACME123,235,r_nul,0,235,ACME123,b1ffea81-34ea-4b5b-97c0-9a68f4f98dd2
06:23.4,ACME123,235,STATUS,OK,235,ACME123,b1ffea81-34ea-4b5b-97c0-9a68f4f98dd2
06:32.3,ACME123,234,A,-0.236590336,234,ACME123,b2e926d9-606d-41b5-929a-9673a7c02bf0
06:32.6,ACME123,234,T_max,35.76823289,234,ACME123,b2e926d9-606d-41b5-929a-9673a7c02bf0
06:35.4,ACME123,234,C,1,234,ACME123,b2e926d9-606d-41b5-929a-9673a7c02bf0
06:36.0,ACME123,234,STATUS,OK,234,ACME123,b2e926d9-606d-41b5-929a-9673a7c02bf0
06:30.5,ACME123,235,tol,0.210235424,235,ACME123,b2e926d9-606d-41b5-929a-9673a7c02bf0
06:34.4,ACME123,235,Rückführkrft ballist.,20.60650607,235,ACME123,b2e926d9-606d-41b5-929a-9673a7c02bf0
06:36.4,ACME123,235,r_nul,3,235,ACME123,b2e926d9-606d-41b5-929a-9673a7c02bf0
06:36.4,ACME123,235,STATUS,OK,235,ACME123,b2e926d9-606d-41b5-929a-9673a7c02bf0
06:39.2,ACME123,234,A,1.171172092,234,ACME123,735f32d2-994f-4985-94ca-cad4405e1e2f
06:39.4,ACME123,234,T_max,65.3385302,234,ACME123,735f32d2-994f-4985-94ca-cad4405e1e2f
06:44.0,ACME123,234,C,3,234,ACME123,735f32d2-994f-4985-94ca-cad4405e1e2f
06:48.8,ACME123,234,STATUS,OK,234,ACME123,735f32d2-994f-4985-94ca-cad4405e1e2f
06:39.3,ACME123,235,tol,-2.591875096,235,ACME123,735f32d2-994f-4985-94ca-cad4405e1e2f
06:43.3,ACME123,235,Rückführkrft ballist.,19.6229404,235,ACME123,735f32d2-994f-4985-94ca-cad4405e1e2f
06:45.1,ACME123,235,r_nul,4,235,ACME123,735f32d2-994f-4985-94ca-cad4405e1e2f
06:47.0,ACME123,235,STATUS,OK,235,ACME123,735f32d2-994f-4985-94ca-cad4405e1e2f
06:58.2,ACME123,234,A,0.795328941,234,ACME123,f520763d-168e-49b6-bf93-68b394ac41f0
06:58.4,ACME123,234,T_max,35.99273635,234,ACME123,f520763d-168e-49b6-bf93-68b394ac41f0
06:53.9,ACME123,235,tol,0.123749782,235,ACME123,f520763d-168e-49b6-bf93-68b394ac41f0
06:55.1,ACME123,235,Rückführkrft ballist.,20.75035927,235,ACME123,f520763d-168e-49b6-bf93-68b394ac41f0
06:55.6,ACME123,235,r_nul,2,235,ACME123,f520763d-168e-49b6-bf93-68b394ac41f0
06:56.7,ACME123,235,STATUS,OK,235,ACME123,f520763d-168e-49b6-bf93-68b394ac41f0
07:00.1,ACME123,234,A,0.623138612,234,ACME123,5144ae4b-9ab8-4dc9-84cc-bb93cbd248cf
07:08.9,ACME123,234,T_max,62.3663803,234,ACME123,5144ae4b-9ab8-4dc9-84cc-bb93cbd248cf
06:59.7,ACME123,235,tol,0.527201356,235,ACME123,5144ae4b-9ab8-4dc9-84cc-bb93cbd248cf
07:00.2,ACME123,235,Rückführkrft ballist.,18.99775597,235,ACME123,5144ae4b-9ab8-4dc9-84cc-bb93cbd248cf
07:00.9,ACME123,235,r_nul,8,235,ACME123,5144ae4b-9ab8-4dc9-84cc-bb93cbd248cf
07:02.4,ACME123,235,STATUS,OK,235,ACME123,5144ae4b-9ab8-4dc9-84cc-bb93cbd248cf
07:10.7,ACME123,234,A,0.567741066,234,ACME123,5b65bfb6-a6c7-4069-95f0-e66ef53452a2
07:11.2,ACME123,234,T_max,67.79928296,234,ACME123,5b65bfb6-a6c7-4069-95f0-e66ef53452a2
07:13.2,ACME123,234,C,2,234,ACME123,5b65bfb6-a6c7-4069-95f0-e66ef53452a2
07:10.0,ACME123,235,tol,-0.162434893,235,ACME123,5b65bfb6-a6c7-4069-95f0-e66ef53452a2
07:12.6,ACME123,235,Rückführkrft ballist.,20.85325756,235,ACME123,5b65bfb6-a6c7-4069-95f0-e66ef53452a2
07:12.8,ACME123,235,r_nul,3,235,ACME123,5b65bfb6-a6c7-4069-95f0-e66ef53452a2
07:13.7,ACME123,235,STATUS,OK,235,ACME123,5b65bfb6-a6c7-4069-95f0-e66ef53452a2
07:22.3,ACME123,234,A,-0.852377308,234,ACME123,f81203a8-d4b4-416c-b337-cfaf4f8bd8b8
07:22.5,ACME123,234,T_max,38.75156898,234,ACME123,f81203a8-d4b4-416c-b337-cfaf4f8bd8b8
07:23.4,ACME123,234,C,4,234,ACME123,f81203a8-d4b4-416c-b337-cfaf4f8bd8b8
07:23.8,ACME123,234,STATUS,OK,234,ACME123,f81203a8-d4b4-416c-b337-cfaf4f8bd8b8
07:19.0,ACME123,235,tol,0.81295253,235,ACME123,f81203a8-d4b4-416c-b337-cfaf4f8bd8b8
07:19.6,ACME123,235,Rückführkrft ballist.,20.49851713,235,ACME123,f81203a8-d4b4-416c-b337-cfaf4f8bd8b8
07:20.3,ACME123,235,r_nul,2,235,ACME123,f81203a8-d4b4-416c-b337-cfaf4f8bd8b8
07:25.1,ACME123,235,STATUS,OK,235,ACME123,f81203a8-d4b4-416c-b337-cfaf4f8bd8b8
07:33.3,ACME123,234,A,1.612247886,234,ACME123,4e0042b2-0f9e-414d-bfa6-9a36d2afc74f
07:33.8,ACME123,234,T_max,57.55020076,234,ACME123,4e0042b2-0f9e-414d-bfa6-9a36d2afc74f
07:34.0,ACME123,234,C,0,234,ACME123,4e0042b2-0f9e-414d-bfa6-9a36d2afc74f
07:35.2,ACME123,234,STATUS,NOT_OK,234,ACME123,4e0042b2-0f9e-414d-bfa6-9a36d2afc74f
07:31.8,ACME123,235,tol,-0.490132666,235,ACME123,4e0042b2-0f9e-414d-bfa6-9a36d2afc74f
07:31.9,ACME123,235,Rückführkrft ballist.,20.09683601,235,ACME123,4e0042b2-0f9e-414d-bfa6-9a36d2afc74f
07:33.8,ACME123,235,r_nul,2,235,ACME123,4e0042b2-0f9e-414d-bfa6-9a36d2afc74f
07:35.6,ACME123,235,STATUS,OK,235,ACME123,4e0042b2-0f9e-414d-bfa6-9a36d2afc74f
07:39.7,ACME123,234,A,0.35561456,234,ACME123,2096a069-5629-44cd-a43e-a794939f2371
07:39.8,ACME123,234,T_max,45.50049818,234,ACME123,2096a069-5629-44cd-a43e-a794939f2371
07:40.3,ACME123,234,C,1,234,ACME123,2096a069-5629-44cd-a43e-a794939f2371
07:41.1,ACME123,234,STATUS,OK,234,ACME123,2096a069-5629-44cd-a43e-a794939f2371
07:39.5,ACME123,235,tol,0.532957059,235,ACME123,2096a069-5629-44cd-a43e-a794939f2371
07:39.6,ACME123,235,Rückführkrft ballist.,21.60902908,235,ACME123,2096a069-5629-44cd-a43e-a794939f2371
07:41.1,ACME123,235,r_nul,9,235,ACME123,2096a069-5629-44cd-a43e-a794939f2371
07:43.2,ACME123,235,STATUS,OK,235,ACME123,2096a069-5629-44cd-a43e-a794939f2371
07:52.6,ACME123,234,A,-1.266296767,234,ACME123,f55900e1-0c5c-460d-b21b-b4ef20935dbd
07:54.7,ACME123,234,T_max,61.99237996,234,ACME123,f55900e1-0c5c-460d-b21b-b4ef20935dbd
07:56.2,ACME123,234,C,3,234,ACME123,f55900e1-0c5c-460d-b21b-b4ef20935dbd
07:56.2,ACME123,234,STATUS,OK,234,ACME123,f55900e1-0c5c-460d-b21b-b4ef20935dbd
07:51.8,ACME123,235,tol,-1.250044026,235,ACME123,f55900e1-0c5c-460d-b21b-b4ef20935dbd
07:52.5,ACME123,235,Rückführkrft ballist.,23.08616162,235,ACME123,f55900e1-0c5c-460d-b21b-b4ef20935dbd
07:52.5,ACME123,235,r_nul,6,235,ACME123,f55900e1-0c5c-460d-b21b-b4ef20935dbd
08:01.6,ACME123,234,A,-0.41205536,234,ACME123,111c1532-6cd6-44f1-b4ea-690492a1caa6
08:02.9,ACME123,234,T_max,62.5146487,234,ACME123,111c1532-6cd6-44f1-b4ea-690492a1caa6
08:03.8,ACME123,234,C,2,234,ACME123,111c1532-6cd6-44f1-b4ea-690492a1caa6
08:03.9,ACME123,234,STATUS,OK,234,ACME123,111c1532-6cd6-44f1-b4ea-690492a1caa6
08:00.4,ACME123,235,tol,0.026377989,235,ACME123,111c1532-6cd6-44f1-b4ea-690492a1caa6
08:00.9,ACME123,235,Rückführkrft ballist.,16.39766864,235,ACME123,111c1532-6cd6-44f1-b4ea-690492a1caa6
08:00.9,ACME123,235,r_nul,2,235,ACME123,111c1532-6cd6-44f1-b4ea-690492a1caa6
08:04.9,ACME123,235,STATUS,OK,235,ACME123,111c1532-6cd6-44f1-b4ea-690492a1caa6
08:09.3,ACME123,234,A,0.651352063,234,ACME123,9fb09386-92a2-4733-ab08-5061d23e1718
08:10.7,ACME123,234,T_max,35.18972791,234,ACME123,9fb09386-92a2-4733-ab08-5061d23e1718
08:14.3,ACME123,234,C,0,234,ACME123,9fb09386-92a2-4733-ab08-5061d23e1718
08:15.7,ACME123,234,STATUS,NOT_OK,234,ACME123,9fb09386-92a2-4733-ab08-5061d23e1718
08:09.0,ACME123,235,tol,-1.071713484,235,ACME123,9fb09386-92a2-4733-ab08-5061d23e1718
08:12.3,ACME123,235,Rückführkrft ballist.,20.45560959,235,ACME123,9fb09386-92a2-4733-ab08-5061d23e1718
08:14.3,ACME123,235,r_nul,0,235,ACME123,9fb09386-92a2-4733-ab08-5061d23e1718
08:22.3,ACME123,234,A,1.161250001,234,ACME123,05b7fa66-0f25-4c3c-8d40-594f569438c0
08:27.2,ACME123,234,T_max,47.26188161,234,ACME123,05b7fa66-0f25-4c3c-8d40-594f569438c0
08:27.5,ACME123,234,C,4,234,ACME123,05b7fa66-0f25-4c3c-8d40-594f569438c0
08:28.7,ACME123,234,STATUS,OK,234,ACME123,05b7fa66-0f25-4c3c-8d40-594f569438c0
08:21.0,ACME123,235,tol,-0.445316312,235,ACME123,05b7fa66-0f25-4c3c-8d40-594f569438c0
08:28.6,ACME123,235,r_nul,7,235,ACME123,05b7fa66-0f25-4c3c-8d40-594f569438c0
08:33.3,ACME123,234,A,1.318461476,234,ACME123,40aa183d-7aef-41d4-936e-6c980df5f896
08:30.5,ACME123,235,tol,-1.289312005,235,ACME123,40aa183d-7aef-41d4-936e-6c980df5f896
08:31.4,ACME123,235,Rückführkrft ballist.,22.71538897,235,ACME123,40aa183d-7aef-41d4-936e-6c980df5f896
08:33.4,ACME123,235,r_nul,3,235,ACME123,40aa183d-7aef-41d4-936e-6c980df5f896
08:34.0,ACME123,235,STATUS,OK,235,ACME123,40aa183d-7aef-41d4-936e-6c980df5f896
08:41.5,ACME123,234,A,1.374566704,234,ACME123,c1d38121-81c5-4248-ae05-7d3f292e3b55
08:46.0,ACME123,234,T_max,44.87175135,234,ACME123,c1d38121-81c5-4248-ae05-7d3f292e3b55
08:47.1,ACME123,234,C,1,234,ACME123,c1d38121-81c5-4248-ae05-7d3f292e3b55
08:47.7,ACME123,234,STATUS,OK,234,ACME123,c1d38121-81c5-4248-ae05-7d3f292e3b55
08:44.0,ACME123,235,tol,0.433465708,235,ACME123,c1d38121-81c5-4248-ae05-7d3f292e3b55
08:51.8,ACME123,234,A,1.144012724,234,ACME123,5caa80b7-1120-4fcd-8048-f22efc2624a5
08:50.6,ACME123,235,tol,-0.76256953,235,ACME123,5caa80b7-1120-4fcd-8048-f22efc2624a5
08:50.9,ACME123,235,Rückführkrft ballist.,17.56460768,235,ACME123,5caa80b7-1120-4fcd-8048-f22efc2624a5
08:51.6,ACME123,235,r_nul,9,235,ACME123,5caa80b7-1120-4fcd-8048-f22efc2624a5
08:51.8,ACME123,235,STATUS,NOT_OK,235,ACME123,5caa80b7-1120-4fcd-8048-f22efc2624a5
08:59.1,ACME123,235,tol,-0.079821676,235,ACME123,5caa80b7-1120-4fcd-8048-f22efc2624a5
09:01.6,ACME123,235,Rückführkrft ballist.,19.7846862,235,ACME123,5caa80b7-1120-4fcd-8048-f22efc2624a5
09:01.7,ACME123,235,r_nul,4,235,ACME123,5caa80b7-1120-4fcd-8048-f22efc2624a5
09:03.0,ACME123,235,STATUS,OK,235,ACME123,5caa80b7-1120-4fcd-8048-f22efc2624a5
09:17.6,ACME123,234,A,1.726595986,234,ACME123,89d24320-2760-4edc-a216-5bd71e514632
09:11.0,ACME123,235,tol,-0.237282068,235,ACME123,89d24320-2760-4edc-a216-5bd71e514632
09:14.0,ACME123,235,Rückführkrft ballist.,22.69330162,235,ACME123,89d24320-2760-4edc-a216-5bd71e514632
09:19.2,ACME123,234,A,-1.343616289,234,ACME123,6cc1a81c-89c5-4425-9a78-26cda11e1afd
09:21.2,ACME123,234,T_max,54.86789742,234,ACME123,6cc1a81c-89c5-4425-9a78-26cda11e1afd
09:25.1,ACME123,234,C,0,234,ACME123,6cc1a81c-89c5-4425-9a78-26cda11e1afd
09:26.1,ACME123,234,STATUS,OK,234,ACME123,6cc1a81c-89c5-4425-9a78-26cda11e1afd
09:19.1,ACME123,235,tol,-2.20535483,235,ACME123,6cc1a81c-89c5-4425-9a78-26cda11e1afd
09:19.5,ACME123,235,Rückführkrft ballist.,16.23716258,235,ACME123,6cc1a81c-89c5-4425-9a78-26cda11e1afd
09:25.9,ACME123,235,r_nul,0,235,ACME123,6cc1a81c-89c5-4425-9a78-26cda11e1afd
09:30.9,ACME123,234,A,0.926137872,234,ACME123,41297b13-a0af-459a-b533-43706ddadd93
09:32.5,ACME123,234,T_max,57.98996298,234,ACME123,41297b13-a0af-459a-b533-43706ddadd93
09:33.9,ACME123,234,C,1,234,ACME123,41297b13-a0af-459a-b533-43706ddadd93
09:34.3,ACME123,234,STATUS,OK,234,ACME123,41297b13-a0af-459a-b533-43706ddadd93
09:30.4,ACME123,235,tol,-0.646784689,235,ACME123,41297b13-a0af-459a-b533-43706ddadd93
09:35.9,ACME123,235,Rückführkrft ballist.,24.03168265,235,ACME123,41297b13-a0af-459a-b533-43706ddadd93
09:41.7,ACME123,234,A,-0.310948594,234,ACME123,96431578-6708-467c-892b-b53c72b6e7dd
09:41.8,ACME123,234,T_max,45.47401115,234,ACME123,96431578-6708-467c-892b-b53c72b6e7dd
09:42.5,ACME123,234,C,4,234,ACME123,96431578-6708-467c-892b-b53c72b6e7dd
09:45.6,ACME123,234,STATUS,OK,234,ACME123,96431578-6708-467c-892b-b53c72b6e7dd
09:41.5,ACME123,235,tol,-1.117482409,235,ACME123,96431578-6708-467c-892b-b53c72b6e7dd
09:46.1,ACME123,235,Rückführkrft ballist.,21.17196328,235,ACME123,96431578-6708-467c-892b-b53c72b6e7dd
09:51.0,ACME123,234,A,-0.549016041,234,ACME123,5c7ce689-3ead-4da4-b8a9-c233fc91c349
09:52.5,ACME123,234,T_max,54.90309176,234,ACME123,5c7ce689-3ead-4da4-b8a9-c233fc91c349
09:54.6,ACME123,234,C,4,234,ACME123,5c7ce689-3ead-4da4-b8a9-c233fc91c349
09:55.5,ACME123,234,STATUS,OK,234,ACME123,5c7ce689-3ead-4da4-b8a9-c233fc91c349
09:53.7,ACME123,235,tol,1.198107346,235,ACME123,5c7ce689-3ead-4da4-b8a9-c233fc91c349
09:54.9,ACME123,235,Rückführkrft ballist.,20.3323095,235,ACME123,5c7ce689-3ead-4da4-b8a9-c233fc91c349
09:57.5,ACME123,235,r_nul,0,235,ACME123,5c7ce689-3ead-4da4-b8a9-c233fc91c349
09:58.8,ACME123,235,STATUS,OK,235,ACME123,5c7ce689-3ead-4da4-b8a9-c233fc91c349
10:00.2,ACME123,234,A,0.494843555,234,ACME123,78589140-99d1-43b1-a416-04ad370158ec
10:01.2,ACME123,234,T_max,48.05758065,234,ACME123,78589140-99d1-43b1-a416-04ad370158ec
10:01.2,ACME123,234,C,3,234,ACME123,78589140-99d1-43b1-a416-04ad370158ec
10:04.2,ACME123,234,STATUS,OK,234,ACME123,78589140-99d1-43b1-a416-04ad370158ec
09:59.1,ACME123,235,tol,0.913440587,235,ACME123,78589140-99d1-43b1-a416-04ad370158ec
09:59.4,ACME123,235,Rückführkrft ballist.,21.87235741,235,ACME123,78589140-99d1-43b1-a416-04ad370158ec
10:00.3,ACME123,235,r_nul,4,235,ACME123,78589140-99d1-43b1-a416-04ad370158ec
10:05.5,ACME123,235,STATUS,OK,235,ACME123,78589140-99d1-43b1-a416-04ad370158ec
10:13.5,ACME123,234,A,0.644189513,234,ACME123,5e0a45a5-64b6-496a-a894-874e97182d44
10:15.1,ACME123,234,T_max,57.6491684,234,ACME123,5e0a45a5-64b6-496a-a894-874e97182d44
10:17.1,ACME123,234,C,1,234,ACME123,5e0a45a5-64b6-496a-a894-874e97182d44
10:18.3,ACME123,234,STATUS,NOT_OK,234,ACME123,5e0a45a5-64b6-496a-a894-874e97182d44
10:10.7,ACME123,235,tol,1.418657836,235,ACME123,5e0a45a5-64b6-496a-a894-874e97182d44
10:16.2,ACME123,235,Rückführkrft ballist.,19.06056833,235,ACME123,5e0a45a5-64b6-496a-a894-874e97182d44
10:16.4,ACME123,235,r_nul,9,235,ACME123,5e0a45a5-64b6-496a-a894-874e97182d44
10:18.0,ACME123,235,STATUS,OK,235,ACME123,5e0a45a5-64b6-496a-a894-874e97182d44
10:19.6,ACME123,234,A,-1.101541972,234,ACME123,d01c90d0-f248-4391-86de-72a4393f9e85
10:23.3,ACME123,234,T_max,19.95326661,234,ACME123,d01c90d0-f248-4391-86de-72a4393f9e85
10:24.0,ACME123,234,C,4,234,ACME123,d01c90d0-f248-4391-86de-72a4393f9e85
10:28.2,ACME123,234,STATUS,OK,234,ACME123,d01c90d0-f248-4391-86de-72a4393f9e85
10:19.3,ACME123,235,tol,-0.009300738,235,ACME123,d01c90d0-f248-4391-86de-72a4393f9e85
10:21.7,ACME123,235,Rückführkrft ballist.,20.88736005,235,ACME123,d01c90d0-f248-4391-86de-72a4393f9e85
10:22.2,ACME123,235,r_nul,7,235,ACME123,d01c90d0-f248-4391-86de-72a4393f9e85
10:23.5,ACME123,235,STATUS,OK,235,ACME123,d01c90d0-f248-4391-86de-72a4393f9e85
10:30.3,ACME123,234,A,-2.904750569,234,ACME123,a8ac778d-8b34-4304-bd52-99c4dc796e48
10:31.3,ACME123,234,T_max,33.56660765,234,ACME123,a8ac778d-8b34-4304-bd52-99c4dc796e48
10:31.4,ACME123,234,C,2,234,ACME123,a8ac778d-8b34-4304-bd52-99c4dc796e48
10:33.2,ACME123,234,STATUS,OK,234,ACME123,a8ac778d-8b34-4304-bd52-99c4dc796e48
10:29.5,ACME123,235,tol,0.234553347,235,ACME123,a8ac778d-8b34-4304-bd52-99c4dc796e48
10:30.4,ACME123,235,Rückführkrft ballist.,17.7321384,235,ACME123,a8ac778d-8b34-4304-bd52-99c4dc796e48
10:34.0,ACME123,235,r_nul,0,235,ACME123,a8ac778d-8b34-4304-bd52-99c4dc796e48
10:34.6,ACME123,235,STATUS,OK,235,ACME123,a8ac778d-8b34-4304-bd52-99c4dc796e48
10:40.3,ACME123,234,A,-0.816190222,234,ACME123,d7a4a041-b210-4a61-99bc-2349bbc7fde2
10:43.4,ACME123,234,T_max,38.79095076,234,ACME123,d7a4a041-b210-4a61-99bc-2349bbc7fde2
10:45.1,ACME123,234,C,3,234,ACME123,d7a4a041-b210-4a61-99bc-2349bbc7fde2
10:45.5,ACME123,234,STATUS,OK,234,ACME123,d7a4a041-b210-4a61-99bc-2349bbc7fde2
10:48.0,ACME123,235,tol,0.575485226,235,ACME123,d7a4a041-b210-4a61-99bc-2349bbc7fde2
10:52.1,ACME123,234,A,0.040006906,234,ACME123,31969132-5f67-4674-b44d-0db788e088ab
10:56.3,ACME123,234,T_max,44.09157139,234,ACME123,31969132-5f67-4674-b44d-0db788e088ab
10:58.0,ACME123,234,C,4,234,ACME123,31969132-5f67-4674-b44d-0db788e088ab
10:51.5,ACME123,235,tol,0.331955088,235,ACME123,31969132-5f67-4674-b44d-0db788e088ab
10:52.8,ACME123,235,Rückführkrft ballist.,17.69977352,235,ACME123,31969132-5f67-4674-b44d-0db788e088ab
10:52.9,ACME123,235,r_nul,6,235,ACME123,31969132-5f67-4674-b44d-0db788e088ab
10:52.9,ACME123,235,STATUS,OK,235,ACME123,31969132-5f67-4674-b44d-0db788e088ab
11:03.8,ACME123,234,A,0.360346119,234,ACME123,9a9ccdf7-0f64-4c8e-9c59-aa0c6e6a93ae
11:03.8,ACME123,234,T_max,56.33416507,234,ACME123,9a9ccdf7-0f64-4c8e-9c59-aa0c6e6a93ae
11:05.5,ACME123,234,C,1,234,ACME123,9a9ccdf7-0f64-4c8e-9c59-aa0c6e6a93ae
11:07.1,ACME123,234,STATUS,OK,234,ACME123,9a9ccdf7-0f64-4c8e-9c59-aa0c6e6a93ae
11:00.7,ACME123,235,tol,-1.844274047,235,ACME123,9a9ccdf7-0f64-4c8e-9c59-aa0c6e6a93ae
11:01.4,ACME123,235,Rückführkrft ballist.,18.18995328,235,ACME123,9a9ccdf7-0f64-4c8e-9c59-aa0c6e6a93ae
11:05.0,ACME123,235,r_nul,0,235,ACME123,9a9ccdf7-0f64-4c8e-9c59-aa0c6e6a93ae
11:08.5,ACME123,235,STATUS,OK,235,ACME123,9a9ccdf7-0f64-4c8e-9c59-aa0c6e6a93ae
11:13.8,ACME123,234,A,0.13664357,234,ACME123,a332da3a-af82-4db0-81da-caf82ebb6c93
11:14.9,ACME123,234,T_max,38.4849033,234,ACME123,a332da3a-af82-4db0-81da-caf82ebb6c93
11:15.6,ACME123,234,C,0,234,ACME123,a332da3a-af82-4db0-81da-caf82ebb6c93
11:17.7,ACME123,234,STATUS,OK,234,ACME123,a332da3a-af82-4db0-81da-caf82ebb6c93
11:15.6,ACME123,235,tol,0.727152138,235,ACME123,a332da3a-af82-4db0-81da-caf82ebb6c93
11:15.8,ACME123,235,Rückführkrft ballist.,23.44816936,235,ACME123,a332da3a-af82-4db0-81da-caf82ebb6c93
11:18.3,ACME123,235,r_nul,2,235,ACME123,a332da3a-af82-4db0-81da-caf82ebb6c93
11:22.1,ACME123,234,A,1.034419597,234,ACME123,b469597e-4301-47cd-93ce-18581b4079df
11:23.7,ACME123,234,T_max,47.80629528,234,ACME123,b469597e-4301-47cd-93ce-18581b4079df
11:25.3,ACME123,234,C,2,234,ACME123,b469597e-4301-47cd-93ce-18581b4079df
11:25.4,ACME123,234,STATUS,OK,234,ACME123,b469597e-4301-47cd-93ce-18581b4079df
11:21.0,ACME123,235,tol,-1.165613148,235,ACME123,b469597e-4301-47cd-93ce-18581b4079df
11:21.9,ACME123,235,Rückführkrft ballist.,18.90808762,235,ACME123,b469597e-4301-47cd-93ce-18581b4079df
11:22.3,ACME123,235,r_nul,8,235,ACME123,b469597e-4301-47cd-93ce-18581b4079df
11:22.4,ACME123,235,STATUS,OK,235,ACME123,b469597e-4301-47cd-93ce-18581b4079df
11:29.3,ACME123,234,A,1.059763314,234,ACME123,ff0c5d06-12b2-45a2-ac8a-840dd3e2bdda
11:32.1,ACME123,234,T_max,60.19979552,234,ACME123,ff0c5d06-12b2-45a2-ac8a-840dd3e2bdda
11:32.2,ACME123,234,C,3,234,ACME123,ff0c5d06-12b2-45a2-ac8a-840dd3e2bdda
